,body,target,company
3707,"['this', 'morning', 'at', 'sxsw', 'the', 'resurgence', 'of', 'print', 'design', 'ipad', 'design', 'for', 'boomer', 'amp', 'the', 'nyt', 'on', 'grid', 'layout', 'also', 'gatorade', 'vom']",1,apple
3708,"['line', 'forming', 'at', 'popup', 'apple', 'store', 'no', 'sign', 'of', 'apple', 'yet', 'sxsw', 'link']",1,apple
3709,"['weыєre', 'giving', 'away', 'dual', 'compatible', 'juice', 'pack', 'air', 'for', 'iphone', 'now', 'first', 'come', 'first', 'serve', 'in', 'front', 'of', 'hall', 'winning', 'sxsw']",1,apple
3710,"['were', 'giving', 'away', 'a', 'shiny', 'ipad', 'at', 'sxsw', 'quotables', 'simply', 'sign', 'up', 'to', 'be', 'entered', 'automatically', 'gtgt', 'link', 'ipad', 'sxsw']",2,apple
3711,"['good', 'morning', 'everybody', 'the', 'ipad', 'take', 'over', 'sxsw', 'video', 'link', 'via', 'mashable', 'apple']",2,apple
3712,"['ыпline', 'moving', 'fast', 'rt', 'mention', 'have', 'seen', 'two', 'impressive', 'line', 'since', 'im', 'at', 'sxsw', 'the', 'one', 'at', 'the', 'apple', 'store', 'amp', 'mention', 'party', 'now']",1,apple
3713,"['volunteering', 'for', 'sxsw', 'ha', 'been', 'a', 'lot', 'more', 'boring', 'than', 'expected', 'my', 'thumb', 'are', 'already', 'getting', 'tired', 'from', 'such', 'extreme', 'iphone', 'usage']",2,apple
3714,"['after', 'typing', 'for', 'day', 'on', 'the', 'ipad', 'finger', 'feel', 'seriously', 'weird', 'on', 'a', 'real', 'keyboard', 'sxsw', 'uselessobservations']",1,apple
3715,"['line', 'waiting', 'for', 'new', 'apple', 'store', 'to', 'open', 'it', 'will', 'be', 'open', 'for', 'a', 'few', 'day', 'for', 'ipad', 'sale', 'only', 'during', 'sxsw', 'null']",1,apple
3716,"['good', 'morning', 'from', 'sxsw', 'who', 'is', 'standing', 'in', 'line', 'for', 'the', 'ipad', 'today', 'i', 'still', 'have', 'my', 'ipad', 'for', 'sale', 'gb', 'wifi', 'only', 'fb']",1,apple
3717,"['nice', 'having', 'fun', 'rt', 'mention', 'at', 'sxsw', 'with', 'a', 'thirsty', 'gadget', 'using', 'mention', 'charge', 'anywhere', 'for', 'my', 'iphone', 'happy', 'to', 'share', 'some', 'juice']",1,apple
3718,"['google', 'going', 'in', 'circle', 'about', 'sn', 'rt', 'mention', 'were', 'not', 'launching', 'any', 'product', 'at', 'sxsw', 'but', 'were', 'doing', 'plenty', 'else', 'link']",1,google
3719,"['at', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'at', 'sxsw', 'link', 'sxsw', 'uxdes']",1,apple
3720,"['mayer', 'making', 'it', 'clear', 'that', 'google', 'are', 'going', 'straight', 'after', 'foursquare', 'amp', 'gowalla', 'with', 'google', 'hotpot', 'sxsw']",1,google
3721,"['bored', 'during', 'keynote', 'sxsw', 'but', 'have', 'an', 'ipad', 'link']",2,apple
3722,"['im', 'debuting', 'my', 'new', 'iphone', 'amp', 'droid', 'app', 'at', 'sxsw', 'next', 'year', 'it', 'make', 'your', 'phone', 'waterproof', 'amp', 'will', 'light', 'your', 'cigarette', 'for', 'you']",2,apple
3723,"['sxsw', 'adding', 'my', 'schedule', 'into', 'the', 'android', 'sxsw', 'go', 'app', 'handy']",2,google
3724,"['whats', 'going', 'on', 'at', 'sxsw', 'today', 'share', 'photo', 'video', 'with', 'ireport', 'link', 'or', 'through', 'cnn', 'iphone', 'app']",1,apple
3725,"['google', 'using', 'starry', 'night', 'to', 'demo', 'their', 'streetviewlike', 'art', 'project', 'it', 'like', 'theyre', 'inside', 'my', 'brain', 'sxsw']",2,google
3726,"['im', 'thinking', 'that', 'i', 'may', 'actually', 'have', 'to', 'take', 'my', 'laptop', 'to', 'sxsw', 'the', 'ipad', 'alone', 'may', 'not', 'be', 'enough', 'on', 'this', 'trip']",0,apple
3727,"['it', 'amazing', 'that', 'the', 'apple', 'popup', 'austin', 'store', 'wa', 'executed', 'so', 'quickly', 'week', 'link', 'via', 'mention', 'sxsw']",2,apple
3728,"['been', 'reading', 'the', 'coverage', 'of', 'apple', 'popup', 'shop', 'at', 'sxsw', 'my', 'takeaway', 'no', 'one', 'can', 'figure', 'outagree', 'how', 'to', 'punctuate', 'popup', 'shop']",1,apple
3729,"['im', 'sporting', 'the', 'new', 'mention', 'for', 'iosiphone', 'get', 'it', 'amp', 'install', 'it', 'just', 'in', 'time', 'for', 'what', 'ever', 'it', 'is', 'your', 'doing', 'sq', 'sxsw']",2,apple
3730,"['who', 'is', 'going', 'to', 'be', 'first', 'to', 'sport', 'a', 'new', 'ipad', 'at', 'sxsw', 'apple', 'opened', 'a', 'pop', 'up', 'store', 'right', 'by', 'the', 'convention']",1,apple
3733,"['cop', 'playing', 'w', 'ipad', 'at', 'closed', 'apple', 'store', 'austin', 'congress', 'st', 'sxsw', 'link']",1,apple
3734,"['been', 'playing', 'w', 'the', 'window', 'phone', 'here', 'at', 'sxswthe', 'animation', 'is', 'better', 'than', 'an', 'iphoneamp', 'it', 'doe', 'look', 'very', 'interesting']",0,apple
3735,"['good', 'morning', 'sxsw', 'what', 'r', 'u', 'talking', 'abt', 'on', 'twitter', 'now', 'according', 'to', 'mention', 'mention', 'ipad', 'design', 'geogames', 'and', 'design', 'headache']",1,apple
3738,"['ok', 'i', 'definitely', 'need', 'an', 'ipad', 'sxsw', 'gadgetenvy']",2,apple
3739,"['tried', 'to', 'initiate', 'carpooling', 'in', 'ridonkulous', 'taxi', 'line', 'geek', 'all', 'silent', 'i', 'bet', 'everyone', 'would', 'do', 'it', 'if', 'there', 'wa', 'an', 'iphone', 'app', 'for', 'it', 'sxsw']",1,apple
3740,"['link', 'think', 'i', 'can', 'get', 'my', 'bos', 'to', 'buy', 'our', 'new', 'ipads', 'this', 'weekend', 'sxsw']",1,apple
3741,"['wow', 'i', 'think', 'im', 'the', 'only', 'person', 'at', 'sxsw', 'that', 'didnt', 'go', 'buy', 'the', 'new', 'ipad', 'yesterday', 'the', 'new', 'one', 'is', 'thin']",2,apple
3742,"['do', 'you', 'think', 'it', 'will', 'be', 'sucessful', 'mention', 'google', 'possibly', 'launching', 'new', 'social', 'network', 'sxsw', 'link']",1,google
3743,"['i', 'added', 'linkedin', 'hootsuite', 'mobile', 'for', 'sxsw', 'update', 'for', 'iphone', 'blackberry', 'amp', 'android', 'link']",1,apple
3744,"['quotbrains', 'are', 'to', 'zombie', 'what', 'content', 'is', 'to', 'google', 'they', 'cant', 'get', 'enoughquot', 'sxsw', 'contentrules']",2,google
3745,"['groupme', 'win', 'best', 'group', 'messaging', 'app', 'at', 'sxswi', 'link', 'fastsociety', 'iphone', 'iphone', 'sxsw', 'texasevery']",2,apple
3746,"['sxsw', 'begin', 'wan', 'add', 'panel', 'hyperactivity', 'amp', 'distractionive', 'used', 'my', 'ipad', 'iphone', 'and', 'bb', 'multiple', 'time', 'in', 'the', 'last', 'min', 'workinprogress']",1,apple
3748,"['mention', 'instagram', 'but', 'it', 'iphone', 'only', 'at', 'the', 'moment', 'mister', 'quothas', 'to', 'be', 'cool', 'and', 'different', 'and', 'get', 'an', 'evoquot', 'that', 'suck', 'sxsw']",0,apple
3749,"['a', 'good', 'point', 'rt', 'mention', 'love', 'it', 'mention', 'at', 'sxsw', 'quotapple', 'come', 'up', 'with', 'cool', 'technology', 'because', 'they', 'dont', 'go', 'to', 'conferencesquot']",2,apple
3750,"['fun', 'with', 'interactive', 'map', 'at', 'the', 'mention', 'and', 'google', 'party', 'link', 'sxsw']",2,google
3751,"['lol', 'very', 'interesting', 'ыпmention', 'ыпmention', 'mention', 'next', 'platform', 'for', 'flipboard', 'is', 'the', 'iphone', 'team', 'started', 'working', 'on', 'it', 'sxswыќ']",2,apple
3752,"['hmm', 'ipad', 'interface', 'talk', 'ux', 'research', 'hmm', 'i', 'like', 'the', 'sound', 'of', 'the', 'politics', 'behind', 'html', 'sxsw']",2,apple
3753,"['mention', 'interviewed', 'by', 'mention', 'about', 'sxsw', 'so', 'far', 'cat', 'totally', 'agree', 'with', 'ur', 'comms', 're', 'apple', 'brand', 'love', 'no', 'other', 'word', 'for', 'it']",2,apple
3754,"['just', 'ran', 'into', 'mention', 'and', 'apparently', 'mention', 'didnt', 'tell', 'him', 'there', 'a', 'bizzy', 'android', 'app', 'remedied', 'sxsw', 'cc', 'mention']",2,google
3755,"['settling', 'into', 'first', 'sxsw', 'session', 'battledecks', 'which', 'i', 'missed', 'last', 'year', 'this', 'would', 'be', 'perfect', 'time', 'for', 'hollergram', 'ipad', 'app']",2,apple
3756,"['doe', 'the', 'intro', 'of', 'iphone', 'on', 'verizon', 'change', 'the', 'drama', 'of', 'sxsw', 'mobile', 'service', 'somebody', 'need', 'to', 'capture', 'the', 'stats', 'checkinfrenzy', 'scaletest']",1,apple
3757,"['via', 'mention', 'apple', 'set', 'to', 'open', 'temp', 'store', 'in', 'downtown', 'austin', 'during', 'sxsw', 'link', 'ipad']",1,apple
3763,"['mt', 'ыпmention', 'agency', 'push', 'google', 'in', 'direction', 'they', 'never', 'would', 'have', 'gone', 'say', 'creative', 'lab', 'strategy', 'director', 'mention', 'sxswыќ']",2,google
3765,"['hey', 'mention', 'ask', 'dennis', 'why', 'no', 'ipad', 'app', 'sxsw', 'checkins']",1,apple
3766,"['the', 'mention', 'booth', 'is', 'up', 'and', 'ready', 'for', 'the', 'sxsw', 'tradeshow', 'tmr', 'off', 'to', 'the', 'android', 'party']",2,google
3767,"['hey', 'mention', 'cool', 'iphone', 'case', 'zazzlesxsw', 'sxsw', 'sxswi', 'fastcompanygrill', 'link']",2,apple
3768,"['hey', 'mention', 'do', 'you', 'have', 'an', 'iphone', 'wed', 'love', 'to', 'turn', 'your', 'art', 'into', 'a', 'iphone', 'case', 'let', 'u', 'know', 'zazzlesxsw', 'sxsw']",2,apple
3769,"['new', 'mention', 'for', 'iphoneandroid', 'no', 'more', 'service', 'fee', 'booyah', 'sxsw', 'gitchococktailon']",2,apple
3770,"['ipad', 'session', 'full', 'loved', 'the', 'energy', 'with', 'the', 'formation', 'of', 'the', 'hyatt', 'hall', 'way', 'overflow', 'session', 'rebeltv', 'sxsw']",2,apple
3772,"['rt', 'ыпmention', 'google', 'to', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxswыќ']",1,google
3773,"['via', 'mention', 'google', 'to', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",1,google
3774,"['hey', 'mention', 'got', 'invited', 'to', 'a', 'new', 'group', 'at', 'sxsw', 'and', 'your', 'android', 'app', 'keep', 'crashing', 'when', 'i', 'try', 'to', 'join', 'wtf', 'sxswfail']",0,google
3776,"['hey', 'mention', 'heard', 'youre', 'at', 'sxsw', 'come', 'by', 'to', 'the', 'mention', 'grille', 'and', 'make', 'your', 'comic', 'into', 'a', 'iphone', 'case', 'what', 'do', 'you', 'say']",1,apple
3777,"['rt', 'ыпmention', 'hoot', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'for', 'sxsw', 'update', 'for', 'iphone', 'blackberry', 'amp', 'android', 'link']",1,apple
3778,"['hey', 'mention', 'if', 'you', 'were', 'to', 'design', 'any', 'image', 'onto', 'an', 'iphone', 'casewhat', 'would', 'it', 'be', 'we', 'might', 'have', 'a', 'surprise', 'for', 'you', 'at', 'sxsw']",1,apple
3779,"['the', 'mention', 'iphone', 'app', 'is', 'unreal', 'just', 'clicked', 'on', 'the', 'location', 'of', 'leanstartup', 'amp', 'had', 'a', 'person', 'there', 'tell', 'me', 'there', 'are', 'still', 'seat', 'sxsw']",2,apple
3780,"['fyi', 'mention', 'is', 'working', 'on', 'an', 'iphone', 'app', 'looking', 'to', 'release', 'it', 'this', 'summer', 'hopefully', 'sxsw', 'flipboard']",2,apple
3782,"['rt', 'mention', 'now', 'online', 'first', 'ipad', 'in', 'the', 'wild', 'at', 'sxsw', 'link']",2,apple
3783,"['monetization', 'of', 'mention', 'access', 'to', 'the', 'fire', 'hose', 'of', 'all', 'tweet', 'individual', 'business', 'deal', 'google', 'yahoo', 'microsoft', 'smaroi', 'sxsw', 'donline']",1,google
3784,"['last', 'session', 'of', 'sxsw', 'for', 'me', 'html', 'with', 'rep', 'from', 'google', 'm', 'opera', 'and', 'mozilla']",1,google
3785,"['and', 'mention', 'open', 'with', 'some', 'tech', 'talk', 'on', 'the', 'apple', 'store', 'and', 'whore', 'pc', 'right', 'crowd', 'they', 'dig', 'carrie', 'sxsw']",1,apple
3786,"['cc', 'mention', 'rt', 'mention', 'new', 'ubersocial', 'for', 'iphone', 'now', 'in', 'the', 'app', 'store', 'includes', 'uberguide', 'to', 'sxsw', 'link']",1,apple
3787,"['rt', 'mention', 'rt', 'mention', 'traveling', 'to', 'sxsw', 'with', 'your', 'ipad', 'is', 'so']",1,apple
3788,"['rt', 'mention', 'rt', 'mention', 'traveling', 'to', 'sxsw', 'with', 'your', 'ipad', 'is', 'so', 'via', 'mention']",1,apple
3789,"['tuh', 'mention', 'rt', 'mention', 'new', 'ubersocial', 'for', 'iphone', 'now', 'in', 'the', 'app', 'store', 'includes', 'uberguide', 'to', 'sxsw', 'sponsored', 'by', 'link']",1,apple
3790,"['vip', 'mention', 'the', 'apple', 'store', 'sxsw', 'nerdheaven']",2,apple
3791,"['rt', 'ыпmention', 'the', 'only', 'news', 'at', 'sxswi', 'wa', 'apple', 'temporary', 'ipad', 'store', 'sxsw', 'wthыќ', 'yes', 'think', 'of', 'it', 'a', 'the', 'ultimate', 'offsite', 'trade', 'show', 'quotboothquot']",1,apple
3792,"['registration', 'to', 'android', 'market', 'ha', 'been', 'approved', 'lmndst', 'sxsw', 'startupbus']",2,google
3793,"['last', 'session', 'today', 'left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x', 'sxsw', 'bettersearch']",1,google
3794,"['hey', 'mention', 'twitter', 'need', 'a', 'way', 'for', 'u', 'in', 'disaster', 'area', 'to', 'filter', 'out', 'thing', 'like', 'sxsw', 'and', 'ipad', 'too', 'because', 'right', 'now', 'we', 'really', 'dont', 'care']",0,apple
3795,"['hey', 'mention', 'were', 'at', 'the', 'mention', 'grill', 'too', 'why', 'dont', 'you', 'come', 'by', 'you', 'can', 'create', 'a', 'customizable', 'iphone', 'case', 'for', 'a', 'tweet', 'sxsw']",2,apple
3796,"['hey', 'mention', 'why', 'not', 'roll', 'a', 'tractor', 'trailer', 'or', 'full', 'of', 'ipads', 'into', 'sxsw', 'i', 'bet', 'you', 'would', 'sell', 'the', 'entire', 'inventory', 'out', 'justsaying']",2,apple
3797,"['rt', 'mention', 'with', 'million', 'mobile', 'user', 'on', 'google', 'map', 'of', 'all', 'google', 'map', 'usage', 'is', 'from', 'mobile', 'device', 'map', 'sxsw']",1,google
3798,"['rt', 'mention', 'woman', 'on', 'plane', 'next', 'to', 'me', 'ha', 'a', 'nook', 'blackberry', 'curve', 'android', 'and', 'ipad', 'in', 'her', 'purse', 'sxsw']",1,apple
3799,"['hey', 'mention', 'youыєre', 'a', 'lakers', 'fan', 'and', 'youre', 'at', 'sxsw', 'what', 'do', 'you', 'think', 'about', 'a', 'lakers', 'iphone', 'case', 'zazzlesxsw']",1,apple
3800,"['hey', 'mention', 'your', 'app', 'wont', 'download', 'from', 'the', 'android', 'app', 'market', 'just', 'a', 'head', 'up', 'sxsw']",0,google
3801,"['good', 'session', 'rt', 'mention', 'year', 'of', 'time', 'saved', 'every', 'day', 'by', 'people', 'qho', 'use', 'google', 'map', 'quotroute', 'aroundquot', 'feature', 'sxsw']",2,google
3802,"['use', 'questionanswer', 'askreceive', 'kind', 'of', 'model', 'in', 'ipad', 'app', 'design', 'give', 'and', 'take', 'entice', 'them', 'to', 'ask', 'more', 'mention', 'tapworthy', 'sxsw']",1,apple
3803,"['best', 'session', 'ive', 'seen', 'so', 'far', 'at', 'sxsw', 'have', 'been', 'this', 'morning', 'music', 'of', 'ixd', 'and', 'designing', 'ipad', 'interface', 'winning']",2,apple
3804,"['domo', 'for', 'io', 'and', 'android', 'just', 'got', 'released', 'mention', 'domo', 'tonchidot', 'boom', 'sxsw']",2,apple
3805,"['getting', 'hip', 'to', 'new', 'android', 'apps', 'in', 'preparation', 'for', 'hangover', 'also', 'known', 'a', 'sxsw', 'mention', 'mention', 'and', 'mention', 'apps', 'rock', 'my', 'sock']",2,google
3806,"['packing', 'ipad', 'amp', 'android', 'phone', 'fly', 'from', 'uk', 'austin', 'tx', 'for', 'sxsw', 'especially', 'interested', 'in', 'the', 'health', 'track', 'sxswi', 'sxswh', 'hcsm', 'hcsmeu']",1,apple
3807,"['mention', 'ipad', 'apple', 'fanboy', 'line', 'at', 'sxsw', 'on', 'th', 'amp', 'congress', 'drinking', 'mention', 'wearing', 'mention', 'amp', 'mention', 'corporatewhore', 'dmad', 'what']",1,apple
3808,"['zomg', 'it', 'ipad', 'p', 'rt', 'mention', 'look', 'everyone', 'zomg', 'mention', 'got', 'an', 'ipad', 'on', 'the', 'first', 'day', 'sxsw', 'link']",2,apple
3809,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",1,apple
3810,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",1,apple
3811,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",1,apple
3812,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",1,apple
3813,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",2,apple
3814,"['win', 'free', 'ipad', 'from', 'webdoccom', 'sxsw', 'rt']",2,apple
3815,"['git', 'yer', 'ipad', 'here', 'before', 'it', 'even', 'begin', 'apple', 'winsекsxsw', 'link', 'via', 'mention']",2,apple
3816,"['line', 'for', 'ipad', 'is', 'longer', 'today', 'than', 'yesterday', 'sxsw', 'fb']",1,apple
3817,"['guy', 'with', 'ipad', 'taking', 'photo', 'of', 'mention', 'slide', 'awkward', 'sxsw']",0,apple
3818,"['i', 'heart', 'ipad', 'link', 'sxsw']",2,apple
3819,"['mention', 'ipad', 'app', 'getting', 'panned', 'for', 'design', 'trumping', 'content', 'and', 'rightfully', 'so', 'sxsw']",0,apple
3820,"['i', 'won', 'an', 'ipad', 'at', 'sxsw', 'nah', 'im', 'lying', 'i', 'bought', 'this', 'shit', 'myself', 'link']",1,apple
3821,"['left', 'the', 'ipad', 'back', 'at', 'the', 'hotelonly', 'one', 'here', 'on', 'a', 'blackberry', 'bigmistake', 'sxsw']",1,apple
3822,"['using', 'an', 'ipad', 'for', 'a', 'set', 'list', 'sxsw', 'band']",2,apple
3823,"['using', 'an', 'ipad', 'for', 'a', 'set', 'list', 'sxsw', 'band']",2,apple
3824,"['who', 'said', 'ipad', 'photo', 'apple', 'store', 'sxsw', 'mention', 'mention', 'mention', 'mention']",1,apple
3825,"['apple', 'ipad', 'popup', 'shop', 'at', 'sxsw', 'link']",1,apple
3826,"['who', 'said', 'ipad', 'at', 'apple', 'store', 'sxsw', 'photo', 'by', 'mention', 'mention', 'mention', 'mention', 'sheltongreen', 'ericschu_ras', 'link']",1,apple
3827,"['what', 'no', 'ipad', 'rt', 'mention', 'decision', 'not', 'lug', 'laptop', 'sxsw', 'i', 'feel', 'like', 'im', 'missing', 'my', 'right', 'arm', 'or', 'left', 'arm', 'since', 'im', 'a', 'southpaw']",2,apple
3828,"['line', 'for', 'ipad', 'at', 'temporary', 'apple', 'store', 'mention', 'th', 'amp', 'congress', 'sxsw', 'link']",1,apple
3829,"['how', 'many', 'ipads', 'do', 'you', 'think', 'apple', 'could', 'sell', 'to', 'sxsw', 'attendee', 'if', 'they', 'set', 'up', 'a', 'popup', 'store', 'at', 'the', 'convention', 'center', 'sxsw']",2,apple
3830,"['line', 'for', 'ipads', 'at', 'sxsw', 'doesnt', 'look', 'too', 'bad', 'i', 'waited', 'hour', 'for', 'an', 'iphone']",2,apple
3831,"['line', 'for', 'ipads', 'at', 'sxsw', 'doesnt', 'look', 'too', 'bad', 'i', 'waited', 'hour', 'for', 'an', 'iphone', 'link']",1,apple
3832,"['mention', 'iphone', 'android', 'ha', 'to', 'be', 'sxsw']",1,apple
3833,"['mention', 'iphone', 'app', 'awesome', 'lineup', 'amazing', 'really', 'looking', 'forward', 'to', 'hanging', 'out', 'with', 'you', 'guy', 'at', 'sxsw', 'for', 'mention']",2,apple
3834,"['mention', 'iphone', 'app', 'is', 'leading', 'the', 'pack', 'but', 'android', 'blue', 'user', 's', 'are', 'growing', 'sxswmobileapps', 'sxsw', 'link']",2,apple
3835,"['breaking', 'iphone', 'news', 'chris', 'sacca', 'tweet', 'out', 'a', 'fake', 'sxsw', 'beta', 'invite', 'follower', 'swarm', 'ensues', 'link']",1,apple
3836,"['get', 'your', 'iphone', 'photography', 'app', 'ready', 'at', 'sxsw', 'watch', 'a', 'demo', 'what', 'we', 'about', 'to', 'make', 'with', 'you', 'amp', 'everyone', 'el', 'photo', 'link']",1,apple
3837,"['my', 'sxsw', 'iphone', 'screen']",1,apple
3838,"['fuck', 'the', 'iphone', 'rt', 'mention', 'new', 'ubersocial', 'for', 'iphone', 'now', 'in', 'the', 'app', 'store', 'includes', 'uberguide', 'to', 'sxsw', 'link']",0,apple
3839,"['awesome', 'iphones', 'etc', 'on', 'atampt', 'and', 'wifi', 'frozen', 'at', 'sxsw', 'but', 'tmobile', 'teathering', 'on', 'my', 'android', 'g', 'work', 'like', 'a', 'charm']",2,apple
3840,"['chip', 'chip', 'amp', 'more', 'chip', 'appears', 'to', 'be', 'the', 'official', 'meal', 'of', 'sxsw', 'amp', 'what', 'ive', 'lived', 'on', 'for', 'day', 'ton', 'of', 'miller', 'light', 'amp', 'iphone', 'apps', 'too']",1,apple
3841,"['google', 'circle', 'the', 'search', 'engine', 'social', 'network', 'to', 'be', 'released', 'soon', 'sxsw', 'seem', 'to', 'think', 'so', 'my', 'blog', 'link', 'socialmedia']",1,google
3842,"['google', 'circle', 'amp', 'crop', 'circle', 'the', 'anatomy', 'of', 'a', 'sxsw', 'rumor', 'link', 'by', 'mention']",1,google
3843,"['most', 'inspiring', 'and', 'down', 'to', 'heart', 'session', 'about', 'iphone', 'app', 'design', 'so', 'far', 'thanks', 'mention', 'sxsw']",2,apple
3844,"['some', 'inspiring', 'story', 'coming', 'out', 'of', 'sxsw', 'rt', 'mention', 'mention', 'quoti', 'gave', 'my', 'ipad', 'money', 'to', 'japan', 'relief', 'i', 'dont', 'need', 'an', 'ipad', 'quot']",1,apple
3845,"['akqa', 'is', 'hiring', 'find', 'me', 'up', 'front', 'after', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'in', 'ballroom', 'a', 'sxsw']",1,apple
3847,"['ha', 'the', 'first', 'guy', 'in', 'line', 'for', 'ipad', 'at', 'sxsw', 'quotpopupquot', 'apple', 'store', 'wa', 'an', 'event', 'planner', 'eventprofs']",1,apple
3848,"['hoping', 'this', 'quotphotoboothquot', 'make', 'it', 'to', 'the', 'google', 'gsdm', 'industry', 'party', 'with', 'mention', 'on', 'monday', 'night', 'sxsw']",1,google
3849,"['mention', 'is', 'android', 'app', 'known', 'battery', 'killer', 'sxsw']",1,google
3850,"['mention', 'is', 'about', 'to', 'talk', 'about', 'the', 'mistake', 'he', 'made', 'building', 'netflix', 'for', 'the', 'iphone', 'sxsw', 'netflixiphone']",0,apple
3851,"['the', 'line', 'is', 'already', 'forming', 'at', 'the', 'temp', 'austin', 'apple', 'storeand', 'it', 'doesnt', 'open', 'until', 'sxsw', 'insanity']",1,apple
3852,"['mention', 'is', 'an', 'outoftown', 'douchebag', 'selling', 'his', 'new', 'ipad', 'above', 'sticker', 'price', 'link', 'sxsw']",1,apple
3853,"['go', 'get', 'this', 'app', 'mention', 'fast', 'rt', 'mention', 'new', 'ubersocial', 'for', 'iphone', 'now', 'in', 'the', 'app', 'store', 'includes', 'uberguide', 'to', 'sxsw']",2,apple
3854,"['sxsw', 'go', 'is', 'available', 'on', 'platform', 'iphone', 'ipad', 'android', 'window', 'phone', 'and', 'blackberry', 'download', 'it', 'at', 'link']",1,apple
3857,"['mention', 'is', 'currently', 'at', 'sxsw', 'learning', 'stuff', 'about', 'ipad', 'design', 'it', 'would', 'seem', 'link']",1,apple
3858,"['who', 'else', 'is', 'excited', 'for', 'sxsw', 'and', 'the', 'possibility', 'of', 'google', 'circle', 'is', 'anybody', 'in', 'austin', 'who', 'can', 'give', 'u', 'an', 'update', 'goog']",2,google
3859,"['mention', 'is', 'here', 'at', 'the', 'industry', 'party', 'presented', 'by', 'gsdm', 'amp', 'google', 'in', 'austin', 'tx', 'for', 'sxsw']",1,google
3860,"['link', 'this', 'is', 'insane', 'even', 'more', 'of', 'a', 'reason', 'to', 'go', 'to', 'sxsw', 'sxsw', 'appletogo']",2,apple
3861,"['bad', 'news', 'is', 'it', 'cost', 'rt', 'mention', 'louis', 'vuitton', 'ha', 'an', 'iphone', 'app', 'called', 'amble', 'digitalluxury', 'sxsw']",0,apple
3863,"['quantter', 'is', 'launching', 'an', 'iphone', 'app', 'soon', 'were', 'participating', 'in', 'the', 'launchrock', 'comp', 'at', 'sxsw', 'link']",1,apple
3864,"['mention', 'is', 'looking', 'a', 'lot', 'better', 'on', 'the', 'iphone', 'now', 'good', 'to', 'see', 'the', 'occasional', 'tweet', 'from', 'sxsw', 'too']",2,apple
3865,"['my', 'row', 'this', 'morning', 'two', 'people', 'hand', 'writing', 'note', 'one', 'person', 'on', 'a', 'blackberry', 'and', 'me', 'on', 'a', 'pc', 'proof', 'apple', 'isnt', 'a', 'monopoly', 'at', 'sxsw']",0,apple
3866,"['mention', 'is', 'my', 'favorite', 'iphone', 'app', 'at', 'the', 'momentit', 'make', 'me', 'feel', 'creative', 'im', 'planning', 'on', 'using', 'it', 'at', 'sxsw', 'link']",2,apple
3867,"['discovr', 'is', 'now', 'available', 'on', 'iphone', 'thanks', 'sxsw']",2,apple
3868,"['ipad', 'is', 'now', 'available', 'for', 'online', 'ordering', 'go', 'get', 'ur', 'sxsw']",2,apple
3869,"['mention', 'is', 'now', 'the', 'geek', 'charlie', 'sheen', 'with', 'his', 'goddess', 'mention', 'mention', 'mention', 'google', 'sxsw', 'via', 'peterapokotos']",1,google
3870,"['this', 'kid', 'is', 'ready', 'for', 'sxsw', 'backpack', 'and', 'ipad', 'what', 'more', 'doe', 'one', 'need', 'quotcome', 'on', 'mommy', 'let', 'go', 'to', 'austinquot']",2,apple
3872,"['mention', 'is', 'setting', 'up', 'for', 'the', 'team', 'android', 'event', 'at', 'sxsw']",1,google
3873,"['thinking', 'is', 'still', 'good', 'though', 'rt', 'mention', 'quotgoogle', 'before', 'you', 'tweet', 'is', 'the', 'new', 'think', 'before', 'you', 'speakquot', 'belinsky', 'sxsw', 'via', 'mention']",1,google
3874,"['mention', 'is', 'talking', 'about', 'how', 'mobile', 'phone', 'google', 'earth', 'fb', 'is', 'empowering', 'people', 'to', 'fight', 'back', 'against', 'middle', 'east', 'dictator', 'sxsw']",2,google
3875,"['mention', 'is', 'that', 'google', 'circle', 'rumour', 'mention', 'say', 'were', 'not', 'launching', 'any', 'product', 'at', 'sxsw']",1,google
3876,"['mention', 'is', 'that', 'u', 'quotgoogle', 'to', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'todayquot', 'link', 'sxsw']",1,google
3877,"['the', 'ipad', 'is', 'the', 'device', 'of', 'the', 'moment', 'wireless', 'power', 'is', 'the', 'next', 'essential', 'technology', 'and', 'the', 'api', 'is', 'king', 'sxsw']",2,apple
3878,"['how', 'long', 'is', 'the', 'line', 'at', 'the', 'sxsw', 'apple', 'store', 'downtown']",1,apple
